_id,date,pm10_µg_m3,so2_µg_m3,co_µg_m3,no2_µg_m3,nox_µg_m3
898,2021-02-07 09:00:56,104.83,17.51,1042.75,68.41,98.42
899,2021-02-07 10:00:56,105.0,14.28,1180.93,64.77,94.41
900,2021-02-07 11:00:56,132.2,11.03,1501.28,52.4,65.49
901,2021-02-07 12:00:56,108.72,11.77,223.1,45.54,51.11
902,2021-02-07 13:00:56,109.94,12.21,1437.37,49.32,56.55
903,2021-02-07 14:00:56,122.63,11.33,1262.13,38.24,40.84
904,2021-02-07 15:00:56,80.26,8.14,431.33,30.36,32.08
905,2021-02-07 16:00:56,57.63,5.84,443.56,32.31,33.66
906,2021-02-07 17:00:56,54.09,5.45,1096.83,29.1,31.56
907,2021-02-07 18:00:56,32.63,6.56,303.7,31.89,33.81
908,2021-02-07 19:00:56,41.71,9.62,1305.34,88.17,108.31
909,2021-02-07 20:00:56,112.9,16.01,1668.5,84.67,102.35
910,2021-02-07 21:00:56,98.49,16.21,1442.01,88.36,123.31
911,2021-02-07 22:00:56,112.57,21.51,2622.37,97.08,139.04
912,2021-02-07 23:00:56,137.28,24.73,3741.45,100.96,163.92
913,2021-02-08 00:00:56,151.6,30.84,3498.64,101.4,166.75
914,2021-02-08 01:00:56,159.65,30.16,2438.95,126.0,211.44
915,2021-02-08 02:00:56,229.93,26.16,2818.45,94.15,148.29
916,2021-02-08 03:00:56,179.55,22.34,1899.56,56.04,76.96
917,2021-02-08 04:00:56,119.72,16.53,1345.14,45.55,55.46
918,2021-02-08 05:00:56,103.43,12.68,2915.86,45.68,57.84
919,2021-02-08 06:00:56,70.95,12.26,1346.34,53.55,69.93
920,2021-02-08 07:00:56,78.74,14.45,1025.13,74.06,107.04
921,2021-02-08 08:00:56,120.76,15.35,2733.22,95.48,185.19
922,2021-02-08 09:00:56,179.3,20.91,2057.7,74.27,223.66
923,2021-02-08 10:00:56,257.73,26.48,1953.33,98.03,209.26
924,2021-02-08 11:00:56,313.42,29.45,2459.83,94.92,219.85
925,2021-02-08 12:00:56,224.67,34.2,2714.25,113.08,263.36
926,2021-02-08 13:00:56,364.78,30.88,1426.42,107.42,214.77
927,2021-02-08 14:00:56,377.74,26.15,1610.45,94.81,158.81
928,2021-02-08 15:00:56,183.75,25.06,4076.07,151.36,250.83
929,2021-02-08 16:00:56,281.93,26.8,2047.29,125.37,199.58
930,2021-02-08 17:00:56,231.58,22.24,2229.49,96.28,134.24
931,2021-02-08 18:00:56,151.33,18.43,2056.9,68.84,107.13
932,2021-02-08 19:00:56,77.13,18.0,643.96,66.84,96.17
933,2021-02-08 20:00:56,72.09,13.93,369.95,48.86,59.82
934,2021-02-08 21:00:56,36.06,15.0,668.38,37.45,40.13
935,2021-02-08 22:00:56,35.97,17.24,1562.31,51.0,55.76
936,2021-02-08 23:00:56,49.6,18.99,1144.68,26.96,28.22
937,2021-02-09 00:00:56,32.52,14.37,280.7,18.55,19.3
938,2021-02-09 01:00:56,34.87,12.63,676.06,19.71,20.62
939,2021-02-09 02:00:56,34.03,17.22,787.58,33.6,35.06
940,2021-02-09 03:00:56,,,,,
941,2021-02-09 04:00:56,,,,,
942,2021-02-09 05:00:56,,,,,
943,2021-02-09 06:00:56,,,,,
944,2021-02-09 07:00:56,,,,,
945,2021-02-09 08:00:56,,,,,
946,2021-02-09 09:00:56,,,,,
947,2021-02-09 10:00:56,,,,,
948,2021-02-09 11:00:56,94.0,26.05,190.97,,
949,2021-02-09 12:00:56,83.29,24.81,69.76,,
950,2021-02-09 13:00:56,74.25,24.0,14.89,,
951,2021-02-09 14:00:56,75.95,21.82,287.27,19.86,21.4
952,2021-02-09 15:00:56,77.95,20.76,208.13,17.91,19.08
953,2021-02-09 16:00:56,50.72,21.3,103.07,19.29,20.44
954,2021-02-09 17:00:56,40.26,20.19,113.93,25.82,28.68
955,2021-02-09 18:00:56,38.05,21.32,451.64,55.69,66.47
956,2021-02-09 19:00:56,53.59,21.93,769.17,51.56,55.86
957,2021-02-09 20:00:56,55.95,22.36,990.14,46.95,54.73
958,2021-02-09 21:00:56,56.0,24.09,958.82,30.66,32.46
959,2021-02-09 22:00:56,52.1,16.1,957.3,28.63,29.64
960,2021-02-09 23:00:56,56.87,11.55,527.01,50.63,56.17
961,2021-02-10 00:00:56,73.56,12.96,1018.23,46.72,48.83
962,2021-02-10 01:00:56,76.92,17.22,773.86,39.28,40.37
963,2021-02-10 02:00:56,79.92,18.75,1012.59,47.16,49.06
964,2021-02-10 03:00:56,92.66,16.92,1618.2,50.88,54.65
965,2021-02-10 04:00:56,79.36,15.87,991.66,40.16,42.94
966,2021-02-10 05:00:56,57.57,13.64,1042.19,35.75,37.53
967,2021-02-10 06:00:56,40.44,11.66,1036.26,52.59,58.9
968,2021-02-10 07:00:56,56.56,16.88,1318.5,80.97,138.12
969,2021-02-10 08:00:56,142.72,20.19,2101.82,114.77,193.59
970,2021-02-10 09:00:56,173.25,25.1,1385.72,103.0,157.97
971,2021-02-10 10:00:56,187.64,23.95,1399.26,80.27,140.16
972,2021-02-10 11:00:56,260.09,20.12,897.13,72.89,90.44
973,2021-02-10 12:00:56,160.69,12.05,6158.04,45.61,50.5
974,2021-02-10 13:00:56,60.59,10.66,348.9,25.11,26.55
975,2021-02-10 14:00:56,48.26,10.25,686.47,18.09,19.48
976,2021-02-10 15:00:56,47.03,8.88,1380.33,14.85,15.98
977,2021-02-10 16:00:56,45.05,7.66,966.71,16.05,17.21
978,2021-02-10 17:00:56,45.0,9.05,1066.0,21.61,23.27
979,2021-02-10 18:00:56,40.13,7.6,1601.35,47.23,52.18
980,2021-02-10 19:00:56,57.53,10.99,4319.75,68.6,81.38
981,2021-02-10 20:00:56,74.56,11.51,551.98,51.37,55.35
982,2021-02-10 21:00:56,61.36,12.24,371.3,56.93,61.28
983,2021-02-10 22:00:56,66.84,11.24,1307.13,50.89,54.51
984,2021-02-10 23:00:56,74.79,13.19,1515.11,55.86,68.67
985,2021-02-11 00:00:56,96.43,12.29,875.95,54.83,61.44
986,2021-02-11 01:00:56,84.34,12.94,1599.78,71.02,95.14
987,2021-02-11 02:00:56,121.02,16.76,1252.78,54.69,90.13
988,2021-02-11 03:00:56,200.91,17.19,2007.51,65.39,82.61
989,2021-02-11 04:00:56,187.41,17.78,1638.12,58.81,98.29
990,2021-02-11 05:00:56,196.74,19.47,2187.09,67.63,107.71
991,2021-02-11 06:00:56,168.75,15.89,7606.53,61.75,101.7
992,2021-02-11 07:00:56,177.74,16.21,1222.76,52.18,86.22
993,2021-02-11 08:00:56,149.75,18.23,3041.01,83.75,146.04
994,2021-02-11 09:00:56,,,,,
995,2021-02-11 10:00:56,,,,,
996,2021-02-11 11:00:56,,41.05,,94.01,154.28
997,2021-02-11 12:00:56,354.0,21.03,3810.2,53.08,67.76
998,2021-02-11 13:00:56,103.65,6.47,4905.05,39.63,45.21
999,2021-02-11 14:00:56,58.03,5.06,5064.94,33.1,35.41
1000,2021-02-11 15:00:56,36.54,4.73,5001.16,29.91,32.03
1001,2021-02-11 16:00:56,36.97,4.78,4979.38,29.09,31.09
1002,2021-02-11 17:00:56,30.18,4.99,4944.3,29.57,31.51
1003,2021-02-11 18:00:56,41.69,5.47,4971.02,30.16,32.75
1004,2021-02-11 19:00:56,52.72,6.35,4992.37,34.28,37.46
1005,2021-02-11 20:00:56,51.05,7.77,5435.78,82.96,96.12
1006,2021-02-11 21:00:56,99.71,12.36,5158.26,40.35,41.92
1007,2021-02-11 22:00:56,34.76,9.34,5156.6,29.19,30.06
1008,2021-02-11 23:00:56,33.97,9.78,575.98,52.36,56.11
1009,2021-02-12 00:00:56,54.46,13.82,842.36,72.95,81.89
1010,2021-02-12 01:00:56,69.39,15.79,489.04,41.32,43.06
1011,2021-02-12 02:00:56,66.1,18.25,279.39,21.27,22.41
1012,2021-02-12 03:00:56,47.49,17.42,166.62,16.62,17.3
1013,2021-02-12 04:00:56,39.21,9.47,141.82,13.85,14.57
1014,2021-02-12 05:00:56,36.08,10.44,213.14,20.7,21.72
1015,2021-02-12 06:00:56,48.66,8.24,211.45,25.6,26.43
1016,2021-02-12 07:00:56,45.1,10.3,500.7,71.61,91.6
1017,2021-02-12 08:00:56,65.46,15.67,908.91,91.07,141.32
1018,2021-02-12 09:00:56,163.41,15.58,498.05,61.63,73.06
1019,2021-02-12 10:00:56,104.63,12.83,190.48,32.02,35.19
1020,2021-02-12 11:00:56,71.83,12.43,374.19,36.39,41.3
1021,2021-02-12 12:00:56,93.41,12.03,270.75,24.39,26.55
1022,2021-02-12 13:00:56,49.19,9.71,157.22,13.59,14.98
1023,2021-02-12 14:00:56,31.44,9.03,74.97,16.87,18.35
1024,2021-02-12 15:00:56,21.26,8.8,62.5,16.21,17.32
1025,2021-02-12 16:00:56,18.08,10.13,114.8,16.96,18.3
1026,2021-02-12 17:00:56,22.87,9.8,98.56,20.8,22.22
1027,2021-02-12 18:00:56,26.9,8.62,166.71,32.83,36.13
1028,2021-02-12 19:00:56,29.92,11.32,364.36,51.01,57.75
1029,2021-02-12 20:00:56,42.66,13.59,362.5,46.53,52.19
1030,2021-02-12 21:00:56,40.08,12.5,305.32,27.01,28.54
1031,2021-02-12 22:00:56,32.21,11.63,389.12,29.16,30.57
1032,2021-02-12 23:00:56,29.08,10.45,438.54,34.43,36.3
1033,2021-02-13 00:00:56,33.87,12.44,429.58,27.19,28.28
1034,2021-02-13 01:00:56,24.41,11.29,489.16,32.97,35.34
1035,2021-02-13 02:00:56,32.77,12.32,855.99,42.48,46.04
1036,2021-02-13 03:00:56,56.38,18.45,571.03,27.04,28.77
1037,2021-02-13 04:00:56,35.57,14.7,619.3,21.34,22.63
1038,2021-02-13 05:00:56,26.23,14.85,716.8,19.56,20.64
1039,2021-02-13 06:00:56,28.92,14.18,674.53,26.96,28.15
1040,2021-02-13 07:00:56,33.87,14.49,784.86,56.44,71.94
1041,2021-02-13 08:00:56,62.25,18.14,977.64,62.14,83.73
1042,2021-02-13 09:00:56,72.74,21.41,1060.86,69.04,93.82
1043,2021-02-13 10:00:56,120.73,19.08,451.63,27.33,30.64
1044,2021-02-13 11:00:56,42.12,17.85,376.87,21.15,23.53
1045,2021-02-13 12:00:56,43.9,17.45,375.07,19.19,21.03
1046,2021-02-13 13:00:56,40.1,20.19,259.94,17.59,19.33
1047,2021-02-13 14:00:56,43.9,17.78,226.64,14.03,15.33
1048,2021-02-13 15:00:56,33.28,16.14,250.73,14.66,15.9
1049,2021-02-13 16:00:56,33.0,15.24,188.58,13.74,14.8
1050,2021-02-13 17:00:56,31.05,13.3,251.93,15.99,16.72
1051,2021-02-13 18:00:56,31.97,15.19,404.65,35.85,36.95
1052,2021-02-13 19:00:56,65.12,18.46,592.06,49.83,52.07
1053,2021-02-13 20:00:56,74.77,22.79,993.62,61.0,64.39
1054,2021-02-13 21:00:56,92.53,23.77,749.63,53.24,56.61
1055,2021-02-13 22:00:56,66.7,12.73,580.21,35.68,36.96
1056,2021-02-13 23:00:56,42.62,11.6,393.14,30.95,31.97
1057,2021-02-14 00:00:56,29.34,12.06,413.6,23.67,24.64
1058,2021-02-14 01:00:56,21.33,12.48,562.14,31.15,32.22
1059,2021-02-14 02:00:56,37.56,14.07,652.02,36.51,37.49
1060,2021-02-14 03:00:56,47.74,14.74,813.19,46.34,50.2
1061,2021-02-14 04:00:56,63.59,14.6,790.24,54.44,59.74
1062,2021-02-14 05:00:56,66.92,19.83,1222.54,55.03,69.37
1063,2021-02-14 06:00:56,64.08,16.77,972.23,45.59,49.14
1064,2021-02-14 07:00:56,40.62,17.03,1068.06,53.43,70.82
1065,2021-02-14 08:00:56,54.61,21.44,877.71,56.06,83.14
1066,2021-02-14 09:00:56,131.96,21.82,893.35,55.85,84.21
1067,2021-02-14 10:00:56,126.21,22.43,643.15,46.56,57.99
1068,2021-02-14 11:00:56,82.16,23.87,524.63,33.77,37.38
1069,2021-02-14 12:00:56,73.21,18.26,252.33,19.09,20.57
1070,2021-02-14 13:00:56,42.8,16.75,116.81,14.06,15.32
1071,2021-02-14 14:00:56,34.21,14.18,1.4,11.82,12.79
1072,2021-02-14 15:00:56,29.13,13.95,14.91,13.37,14.18
1073,2021-02-14 16:00:56,25.1,13.86,54.49,17.77,19.02
1074,2021-02-14 17:00:56,22.08,13.68,62.38,17.17,18.29
1075,2021-02-14 18:00:56,27.84,14.2,206.34,17.78,18.69
1076,2021-02-14 19:00:56,31.9,14.23,35.13,14.69,15.67
1077,2021-02-14 20:00:56,35.9,14.97,14.76,11.65,12.42
1078,2021-02-14 21:00:56,23.34,14.17,63.69,10.78,11.7
1079,2021-02-14 22:00:56,18.13,10.26,75.75,12.55,13.38
1080,2021-02-14 23:00:56,18.97,6.6,214.92,11.69,12.48
1081,2021-02-15 00:00:56,22.9,7.06,310.82,15.68,16.56
1082,2021-02-15 01:00:56,,,,,
1083,2021-02-15 02:00:56,,,,,
1084,2021-02-15 03:00:56,,,,,
1085,2021-02-15 04:00:56,,,,,
1086,2021-02-15 05:00:56,,,,,
1087,2021-02-15 06:00:56,,,,,
1088,2021-02-15 07:00:56,,,,,
1089,2021-02-15 08:00:56,,,,,
1090,2021-02-15 09:00:56,,,,,
1091,2021-02-15 10:00:56,,,,,
1092,2021-02-15 11:00:56,37.19,2.38,,23.87,27.75
1093,2021-02-15 12:00:56,30.31,2.48,1555.67,25.21,27.94
1094,2021-02-15 13:00:56,35.74,0.72,2851.2,34.24,36.86
1095,2021-02-15 14:00:56,33.13,1.46,2641.28,38.86,42.6
1096,2021-02-15 15:00:56,34.91,-0.29,1745.88,31.09,34.12
1097,2021-02-15 16:00:56,28.31,-0.19,4479.3,32.58,35.7
1098,2021-02-15 17:00:56,22.26,1.82,5776.18,39.27,43.0
1099,2021-02-15 18:00:56,37.29,0.93,2939.86,40.1,43.46
1100,2021-02-15 19:00:56,32.26,1.45,29109.01,35.23,37.3
1101,2021-02-15 20:00:56,25.31,-2.11,2857.34,21.97,22.96
1102,2021-02-15 21:00:56,22.13,0.05,1836.75,14.7,15.71
1103,2021-02-15 22:00:56,23.91,1.95,1701.23,12.86,13.46
1104,2021-02-15 23:00:56,36.43,3.61,238.76,14.11,14.98
1105,2021-02-16 00:00:56,21.71,3.35,475.87,18.14,18.82
1106,2021-02-16 01:00:56,22.93,2.76,302.98,13.68,14.41
1107,2021-02-16 02:00:56,18.22,3.27,433.96,13.19,13.58
1108,2021-02-16 03:00:56,10.35,3.23,342.34,11.59,12.27
1109,2021-02-16 04:00:56,16.69,1.59,491.13,11.26,12.13
1110,2021-02-16 05:00:56,13.18,0.06,421.41,10.29,11.08
1111,2021-02-16 06:00:56,11.09,0.79,654.45,12.11,12.85
1112,2021-02-16 07:00:56,11.0,0.73,1351.09,18.02,19.0
1113,2021-02-16 08:00:56,16.74,-0.07,503.92,21.52,23.67
1114,2021-02-16 09:00:56,15.09,-0.72,715.56,18.88,21.01
1115,2021-02-16 10:00:56,14.04,-0.56,1079.58,15.9,17.71
1116,2021-02-16 11:00:56,21.65,0.02,787.37,14.94,16.65
1117,2021-02-16 12:00:56,22.0,-0.68,735.07,14.3,16.16
1118,2021-02-16 13:00:56,16.26,-0.28,4391.51,14.86,16.48
1119,2021-02-16 14:00:56,20.78,0.04,285.83,18.0,20.06
1120,2021-02-16 15:00:56,29.6,-1.15,,15.42,17.04
1121,2021-02-16 16:00:56,22.35,-1.15,1622.02,18.81,20.43
1122,2021-02-16 17:00:56,25.82,-0.64,,,
1123,2021-02-16 18:00:56,26.0,-0.24,,,
1124,2021-02-16 19:00:56,30.78,-1.69,,,
1125,2021-02-16 20:00:56,23.35,-1.04,,,
1126,2021-02-16 21:00:56,19.18,-1.36,,,
1127,2021-02-16 22:00:56,16.13,1.18,,,
1128,2021-02-16 23:00:56,23.65,3.28,,,
1129,2021-02-17 00:00:56,26.87,3.39,,,
1130,2021-02-17 01:00:56,42.45,3.27,,,
1131,2021-02-17 02:00:56,36.31,2.88,,,
1132,2021-02-17 03:00:56,34.09,1.92,,,
1133,2021-02-17 04:00:56,21.57,2.45,,,
1134,2021-02-17 05:00:56,19.09,1.56,,,
1135,2021-02-17 06:00:56,25.69,1.55,,,
1136,2021-02-17 07:00:56,39.38,1.58,,,
1137,2021-02-17 08:00:56,20.88,-0.26,,,
1138,2021-02-17 09:00:56,44.85,0.86,,,
1139,2021-02-17 10:00:56,111.0,,,11.42,12.79
1140,2021-02-17 11:00:56,,2.86,,11.43,12.8
1141,2021-02-17 12:00:56,196.0,0.51,,11.09,12.38
1142,2021-02-17 13:00:56,63.13,0.76,,11.11,12.33
1143,2021-02-17 14:00:56,42.66,1.61,,12.13,13.41
1144,2021-02-17 15:00:56,19.06,3.29,,12.73,14.0
1145,2021-02-17 16:00:56,68.66,3.13,,16.19,17.38
1146,2021-02-17 17:00:56,24.16,2.39,,18.42,19.44
1147,2021-02-17 18:00:56,14.35,3.72,,27.27,28.74
1148,2021-02-17 19:00:56,17.82,3.54,,34.42,36.02
1149,2021-02-17 20:00:56,23.74,3.91,,28.37,29.43
1150,2021-02-17 21:00:56,42.16,3.93,,23.0,23.89
1151,2021-02-17 22:00:56,25.79,7.37,,18.47,19.12
1152,2021-02-17 23:00:56,37.43,10.25,,26.19,26.9
1153,2021-02-18 00:00:56,29.4,10.81,,34.6,35.83
1154,2021-02-18 01:00:56,41.55,10.28,,24.93,26.45
1155,2021-02-18 02:00:56,32.44,19.37,,59.67,64.18
1156,2021-02-18 03:00:56,114.21,22.98,,49.79,51.71
1157,2021-02-18 04:00:56,72.12,14.57,,41.96,43.13
1158,2021-02-18 05:00:56,91.03,15.25,,56.8,60.79
1159,2021-02-18 06:00:56,152.22,16.38,,82.32,98.53
1160,2021-02-18 07:00:56,174.12,21.52,,78.05,126.64
1161,2021-02-18 08:00:56,244.78,19.26,,99.25,132.65
1162,2021-02-18 09:00:56,153.36,21.08,,109.35,182.75
1163,2021-02-18 10:00:56,287.61,24.27,,91.56,124.52
1164,2021-02-18 11:00:56,218.48,22.96,,73.4,90.67
1165,2021-02-18 12:00:56,191.1,20.03,,39.94,44.24
1166,2021-02-18 13:00:56,74.33,14.37,,26.45,28.5
1167,2021-02-18 14:00:56,42.23,13.0,,27.05,29.27
1168,2021-02-18 15:00:56,44.82,13.27,,28.81,30.99
1169,2021-02-18 16:00:56,46.91,14.43,,28.29,30.32
1170,2021-02-18 17:00:56,45.09,12.99,,41.68,44.95
1171,2021-02-18 18:00:56,53.6,16.05,,64.08,70.44
1172,2021-02-18 19:00:56,65.47,18.08,,56.83,60.05
1173,2021-02-18 20:00:56,67.91,43.16,,52.3,55.43
1174,2021-02-18 21:00:56,81.38,27.35,,37.99,39.04
1175,2021-02-18 22:00:56,67.66,21.74,,33.18,34.01
1176,2021-02-18 23:00:56,63.18,17.2,,44.99,46.57
1177,2021-02-19 00:00:56,70.65,15.46,,38.27,39.34
1178,2021-02-19 01:00:56,63.28,16.5,,33.87,34.54
1179,2021-02-19 02:00:56,72.56,17.56,,38.54,39.32
1180,2021-02-19 03:00:56,94.99,15.16,,29.67,30.49
1181,2021-02-19 04:00:56,86.44,11.42,,22.73,23.4
1182,2021-02-19 05:00:56,59.23,9.38,,18.8,19.68
1183,2021-02-19 06:00:56,56.09,16.98,,29.97,30.81
1184,2021-02-19 07:00:56,87.55,19.93,,46.51,49.54
1185,2021-02-19 08:00:56,85.18,17.2,,68.69,78.37
1186,2021-02-19 09:00:56,101.25,19.48,,78.08,108.4
1187,2021-02-19 10:00:56,140.24,25.4,,108.19,154.3
1188,2021-02-19 11:00:56,342.75,30.7,,79.92,103.21
1189,2021-02-19 12:00:56,189.49,20.3,,26.96,28.3
1190,2021-02-19 13:00:56,30.96,13.93,,18.2,19.41
1191,2021-02-19 14:00:56,20.18,10.66,,18.85,20.53
1192,2021-02-19 15:00:56,15.22,9.54,,13.63,14.91
1193,2021-02-19 16:00:56,14.04,6.62,,19.38,20.53
1194,2021-02-19 17:00:56,25.47,9.06,,18.18,19.23
1195,2021-02-19 18:00:56,17.4,10.72,,30.39,31.87
1196,2021-02-19 19:00:56,31.34,12.68,,54.97,57.68
1197,2021-02-19 20:00:56,48.25,14.07,,40.37,42.2
1198,2021-02-19 21:00:56,40.4,13.34,,38.46,39.94
1199,2021-02-19 22:00:56,43.82,13.64,,31.73,33.02
1200,2021-02-19 23:00:56,43.04,14.21,,37.61,39.11
1201,2021-02-20 00:00:56,45.87,12.9,,27.49,28.39
1202,2021-02-20 01:00:56,38.28,12.74,,28.51,29.42
1203,2021-02-20 02:00:56,32.26,11.29,,30.11,31.36
1204,2021-02-20 03:00:56,35.82,8.72,,33.86,34.79
1205,2021-02-20 04:00:56,31.22,9.88,,49.53,51.45
1206,2021-02-20 05:00:56,31.96,9.6,,41.74,43.54
1207,2021-02-20 06:00:56,32.96,7.65,,29.72,30.91
1208,2021-02-20 07:00:56,29.18,9.44,,63.42,79.09
1209,2021-02-20 08:00:56,56.72,10.17,,75.09,88.57
1210,2021-02-20 09:00:56,61.82,9.83,,32.54,35.0
1211,2021-02-20 10:00:56,31.41,6.22,,28.03,31.02
1212,2021-02-20 11:00:56,46.25,9.34,,23.75,25.88
1213,2021-02-20 12:00:56,50.82,11.87,,26.69,29.13
1214,2021-02-20 13:00:56,68.21,12.79,,25.94,28.04
1215,2021-02-20 14:00:56,69.0,10.62,,22.26,23.95
1216,2021-02-20 15:00:56,58.48,9.61,,20.37,21.63
1217,2021-02-20 16:00:56,47.48,7.14,,19.62,20.85
1218,2021-02-20 17:00:56,54.65,10.21,,24.66,26.14
1219,2021-02-20 18:00:56,52.13,8.0,,31.37,32.67
1220,2021-02-20 19:00:56,54.87,9.9,,39.41,40.4
1221,2021-02-20 20:00:56,68.38,12.62,,37.99,39.17
1222,2021-02-20 21:00:56,64.22,11.37,,44.11,46.22
1223,2021-02-20 22:00:56,82.16,16.77,,52.75,54.55
1224,2021-02-20 23:00:56,90.65,23.28,,44.67,46.14
1225,2021-02-21 00:00:56,91.0,25.9,,37.05,38.38
1226,2021-02-21 01:00:56,78.45,22.79,,28.7,29.69
1227,2021-02-21 02:00:56,54.1,20.44,,27.33,27.98
1228,2021-02-21 03:00:56,60.65,19.63,,32.38,34.12
1229,2021-02-21 04:00:56,87.77,21.24,,54.0,59.85
1230,2021-02-21 05:00:56,112.9,21.4,,39.93,41.27
1231,2021-02-21 06:00:56,93.93,17.64,,36.83,38.25
1232,2021-02-21 07:00:56,86.31,15.33,,38.08,39.65
1233,2021-02-21 08:00:56,78.35,16.26,,36.8,40.93
1234,2021-02-21 09:00:56,72.26,14.14,,18.44,19.92
1235,2021-02-21 10:00:56,54.79,14.92,,14.13,15.09
1236,2021-02-21 11:00:56,40.62,15.08,,27.44,30.06
1237,2021-02-21 12:00:56,54.34,15.25,,32.91,35.94
1238,2021-02-21 13:00:56,61.69,16.07,,23.67,25.52
1239,2021-02-21 14:00:56,61.04,16.04,,21.48,23.18
1240,2021-02-21 15:00:56,44.75,13.2,,18.43,19.62
1241,2021-02-21 16:00:56,37.31,11.31,,16.48,17.41
1242,2021-02-21 17:00:56,31.26,12.92,,14.75,15.62
1243,2021-02-21 18:00:56,31.0,12.29,,20.25,21.18
1244,2021-02-21 19:00:56,42.47,14.91,,37.99,39.1
1245,2021-02-21 20:00:56,55.43,15.78,,45.15,46.3
1246,2021-02-21 21:00:56,55.04,19.59,,42.69,43.75
1247,2021-02-21 22:00:56,60.74,20.39,,70.49,76.21
1248,2021-02-21 23:00:56,116.44,15.61,,91.85,109.74
1249,2021-02-22 00:00:56,114.22,16.01,,116.79,124.89
1250,2021-02-22 01:00:56,119.79,17.05,,89.79,105.07
1251,2021-02-22 02:00:56,104.71,12.67,,65.19,96.34
1252,2021-02-22 03:00:56,108.78,8.76,,47.98,53.1
1253,2021-02-22 04:00:56,76.5,5.16,,36.65,37.76
1254,2021-02-22 05:00:56,68.31,4.51,,39.82,41.22
1255,2021-02-22 06:00:56,107.19,6.14,,51.4,57.79
1256,2021-02-22 07:00:56,102.31,4.8,,60.93,83.55
1257,2021-02-22 08:00:56,121.12,7.16,,85.28,149.77
1258,2021-02-22 09:00:56,151.63,16.84,,133.63,279.59
1259,2021-02-22 10:00:56,346.1,26.94,,150.3,239.57
1260,2021-02-22 11:00:56,402.8,20.74,,105.57,124.57
1261,2021-02-22 12:00:56,197.56,12.43,,59.35,65.14
1262,2021-02-22 13:00:56,84.76,6.28,,39.95,43.12
1263,2021-02-22 14:00:56,44.63,6.0,,40.19,43.61
1264,2021-02-22 15:00:56,65.94,5.25,,38.47,40.43
1265,2021-02-22 16:00:56,80.38,4.18,,32.51,34.09
1266,2021-02-22 17:00:56,51.37,4.62,,31.09,32.78
1267,2021-02-22 18:00:56,45.22,3.79,,47.19,48.52
1268,2021-02-22 19:00:56,67.94,10.55,,96.67,108.74
1269,2021-02-22 20:00:56,98.63,20.6,,104.56,159.93
1270,2021-02-22 21:00:56,154.49,27.15,,118.54,189.99
1271,2021-02-22 22:00:56,174.21,26.28,,112.84,194.48
1272,2021-02-22 23:00:56,184.56,31.03,,91.74,168.17
1273,2021-02-23 00:00:56,222.28,38.1,,110.01,147.36
1274,2021-02-23 01:00:56,157.38,32.07,,115.92,173.87
1275,2021-02-23 02:00:56,185.59,29.25,,99.3,161.11
1276,2021-02-23 03:00:56,188.91,22.18,,73.04,98.55
1277,2021-02-23 04:00:56,100.1,15.71,,65.45,82.69
1278,2021-02-23 05:00:56,83.57,15.5,,74.24,111.08
1279,2021-02-23 06:00:56,115.5,16.54,,87.82,152.37
1280,2021-02-23 07:00:56,165.75,18.74,,101.52,184.3
1281,2021-02-23 08:00:56,228.22,23.72,,104.64,232.89
1282,2021-02-23 09:00:56,210.93,42.49,,146.08,307.68
1283,2021-02-23 10:00:56,440.38,49.44,,121.55,172.14
1284,2021-02-23 11:00:56,266.51,36.25,,89.77,106.14
1285,2021-02-23 12:00:56,171.01,17.41,,44.32,47.36
1286,2021-02-23 13:00:56,70.45,10.48,,27.3,28.61
1287,2021-02-23 14:00:56,33.5,8.54,,21.64,22.85
1288,2021-02-23 15:00:56,26.26,9.39,,19.74,20.64
1289,2021-02-23 16:00:56,26.96,5.87,,21.25,22.27
1290,2021-02-23 17:00:56,36.56,5.59,,27.48,28.61
1291,2021-02-23 18:00:56,33.18,7.59,,61.75,65.24
1292,2021-02-23 19:00:56,49.25,12.95,,95.1,149.55
1293,2021-02-23 20:00:56,188.61,21.14,,147.75,176.32
1294,2021-02-23 21:00:56,192.13,21.83,,127.25,206.98
1295,2021-02-23 22:00:56,277.08,27.44,,97.3,178.11
1296,2021-02-23 23:00:56,249.45,32.07,,87.09,127.74
1297,2021-02-24 00:00:56,134.33,37.71,,77.72,183.05
1298,2021-02-24 01:00:56,211.07,30.42,,77.37,115.03
1299,2021-02-24 02:00:56,109.8,21.74,,60.5,71.34
1300,2021-02-24 03:00:56,61.98,15.7,,53.25,80.57
1301,2021-02-24 04:00:56,63.82,19.75,,100.53,236.78
1302,2021-02-24 05:00:56,237.02,23.51,,87.27,222.02
1303,2021-02-24 06:00:56,197.2,22.73,,109.91,197.6
1304,2021-02-24 07:00:56,185.44,24.25,,110.46,276.3
1305,2021-02-24 08:00:56,154.41,31.55,,138.55,363.62
1306,2021-02-24 09:00:56,166.38,34.1,,110.9,213.12
1307,2021-02-24 10:00:56,271.2,39.49,,110.98,163.37
1308,2021-02-24 11:00:56,288.43,25.89,,79.79,88.84
1309,2021-02-24 12:00:56,135.09,11.43,,59.6,64.77
1310,2021-02-24 13:00:56,84.98,6.55,,32.03,32.84
1311,2021-02-24 14:00:56,30.42,7.03,,23.48,24.51
1312,2021-02-24 15:00:56,32.78,4.56,,20.44,21.69
