_id,date,pm10_µg_m3,so2_µg_m3,no2_mg_m3,nox_µg_m3,o3_µg_m3
402,2021-03-28 09:00:00,6.77,9.85,11.35,13.07,76.91
403,2021-03-28 10:00:00,10.13,11.4,8.08,9.5,83.51
404,2021-03-28 11:00:00,15.48,9.36,7.03,8.76,89.27
405,2021-03-28 12:00:00,15.75,8.84,6.73,8.4,89.56
406,2021-03-28 13:00:00,14.58,8.91,8.63,10.01,89.76
407,2021-03-28 14:00:00,13.64,8.81,9.68,12.84,93.14
408,2021-03-28 15:00:00,18.46,9.08,7.89,9.28,97.19
409,2021-03-28 16:00:00,18.7,9.55,8.9,11.28,96.26
410,2021-03-28 17:00:00,14.61,9.91,9.41,11.23,93.32
411,2021-03-28 18:00:00,13.33,10.79,11.48,13.01,93.06
412,2021-03-28 19:00:00,14.51,10.85,18.93,21.33,83.16
413,2021-03-28 20:00:00,11.79,15.4,33.44,37.41,65.01
414,2021-03-28 21:00:00,14.86,9.5,65.88,80.92,19.46
415,2021-03-28 22:00:00,17.55,8.7,55.27,64.83,23.71
416,2021-03-28 23:00:00,16.11,8.18,27.15,28.85,51.12
417,2021-03-29 00:00:00,16.59,8.09,24.68,26.47,58.05
418,2021-03-29 01:00:00,15.92,12.15,17.41,18.6,60.25
419,2021-03-29 02:00:00,18.59,12.94,15.96,16.75,63.03
420,2021-03-29 03:00:00,20.15,13.26,14.36,15.04,63.24
421,2021-03-29 04:00:00,18.56,13.08,8.17,8.44,67.49
422,2021-03-29 05:00:00,18.56,13.31,6.47,6.74,69.15
423,2021-03-29 06:00:00,14.66,13.41,7.45,7.72,66.97
424,2021-03-29 07:00:00,11.39,13.56,15.55,16.2,59.81
425,2021-03-29 08:00:00,9.76,13.84,25.74,29.61,52.58
426,2021-03-29 09:00:00,13.0,14.32,20.8,25.49,63.6
427,2021-03-29 10:00:00,21.59,14.45,15.45,19.87,72.45
428,2021-03-29 11:00:00,22.29,13.76,9.9,11.89,87.37
429,2021-03-29 12:00:00,18.32,13.6,11.4,13.79,89.23
430,2021-03-29 13:00:00,16.96,13.56,12.91,16.05,89.37
431,2021-03-29 14:00:00,18.12,14.16,11.53,13.92,92.6
432,2021-03-29 15:00:00,18.17,14.2,11.09,13.53,95.03
433,2021-03-29 16:00:00,15.58,14.68,12.25,14.65,98.46
434,2021-03-29 17:00:00,14.79,14.93,13.68,16.06,101.7
435,2021-03-29 18:00:00,13.36,14.86,17.19,19.81,99.43
436,2021-03-29 19:00:00,15.54,15.31,24.95,27.13,88.72
437,2021-03-29 20:00:00,14.3,14.74,55.4,60.45,42.77
438,2021-03-29 21:00:00,13.75,14.21,27.31,30.05,61.16
439,2021-03-29 22:00:00,15.52,14.87,21.55,23.42,66.4
440,2021-03-29 23:00:00,17.7,14.72,19.04,20.42,69.6
441,2021-03-30 00:00:00,21.16,14.36,15.9,17.49,60.38
442,2021-03-30 01:00:00,22.99,12.06,,,55.33
443,2021-03-30 02:00:00,19.62,12.25,12.49,13.82,51.5
444,2021-03-30 03:00:00,18.35,12.96,11.01,12.11,53.76
445,2021-03-30 04:00:00,20.95,13.55,9.39,10.07,58.47
446,2021-03-30 05:00:00,14.81,14.0,9.05,9.67,57.04
447,2021-03-30 06:00:00,10.89,14.5,11.26,11.98,56.02
448,2021-03-30 07:00:00,,14.64,13.47,14.19,57.3
449,2021-03-30 08:00:00,,15.14,21.6,24.31,52.11
450,2021-03-30 09:00:00,26.18,15.27,24.92,28.37,51.75
451,2021-03-30 10:00:00,5.5,15.32,27.03,31.59,48.93
452,2021-03-30 11:00:00,11.48,14.63,24.7,29.35,47.87
453,2021-03-30 12:00:00,12.61,14.63,19.6,22.98,58.17
454,2021-03-30 13:00:00,11.65,14.7,16.24,18.92,62.22
455,2021-03-30 14:00:00,22.4,14.83,14.88,18.68,69.76
456,2021-03-30 15:00:00,21.05,14.62,13.76,18.24,71.81
457,2021-03-30 16:00:00,9.41,14.0,14.9,19.51,70.94
458,2021-03-30 17:00:00,15.35,14.33,17.15,20.63,70.73
459,2021-03-30 18:00:00,16.73,13.98,22.68,25.57,63.97
460,2021-03-30 19:00:00,,,,,
461,2021-03-30 20:00:00,,,,,
462,2021-03-30 21:00:00,24.44,14.44,46.0,49.79,40.56
463,2021-03-30 22:00:00,12.19,14.52,42.63,44.99,38.09
464,2021-03-30 23:00:00,18.75,13.88,57.17,60.4,17.76
465,2021-03-31 00:00:00,25.17,11.79,43.03,45.11,35.78
466,2021-03-31 01:00:00,11.1,12.31,20.22,21.15,63.52
467,2021-03-31 02:00:00,13.11,12.72,19.5,20.34,62.57
468,2021-03-31 03:00:00,14.4,12.88,20.9,21.73,51.33
469,2021-03-31 04:00:00,13.69,12.53,12.84,13.53,58.67
470,2021-03-31 05:00:00,17.59,12.63,8.59,9.3,67.96
471,2021-03-31 06:00:00,19.91,13.19,8.42,9.03,61.13
472,2021-03-31 07:00:00,16.13,13.52,11.0,11.92,51.85
473,2021-03-31 08:00:00,7.95,13.74,15.19,17.15,46.11
474,2021-03-31 09:00:00,8.14,13.72,16.09,18.91,46.57
475,2021-03-31 10:00:00,12.51,14.08,13.86,16.67,47.48
476,2021-03-31 11:00:00,13.67,14.44,10.58,13.32,53.05
477,2021-03-31 12:00:00,18.19,14.46,11.49,14.19,54.54
478,2021-03-31 13:00:00,15.16,14.64,15.92,19.84,53.02
479,2021-03-31 14:00:00,21.7,14.68,14.45,18.05,59.5
480,2021-03-31 15:00:00,30.14,14.78,14.57,17.69,63.54
481,2021-03-31 16:00:00,25.39,15.02,15.49,18.75,68.09
482,2021-03-31 17:00:00,19.99,15.64,16.62,20.44,70.87
483,2021-03-31 18:00:00,20.22,15.81,16.84,19.75,72.94
484,2021-03-31 19:00:00,17.93,16.07,22.41,24.98,66.64
485,2021-03-31 20:00:00,17.02,16.0,24.0,26.1,57.9
486,2021-03-31 21:00:00,13.95,15.41,29.0,31.73,51.93
487,2021-03-31 22:00:00,13.28,16.07,18.23,19.66,61.02
488,2021-03-31 23:00:00,13.79,15.87,19.59,22.29,59.87
489,2021-04-01 00:00:00,12.97,16.52,18.15,19.82,61.79
490,2021-04-01 01:00:00,9.97,11.4,35.05,37.84,41.98
491,2021-04-01 02:00:00,9.83,11.5,43.54,47.72,28.09
492,2021-04-01 03:00:00,11.68,11.24,33.37,35.59,43.61
493,2021-04-01 04:00:00,11.04,10.33,41.51,44.12,30.95
494,2021-04-01 05:00:00,9.73,10.26,38.34,43.72,26.91
495,2021-04-01 06:00:00,7.6,11.05,46.91,52.11,13.77
496,2021-04-01 07:00:00,10.56,10.76,34.93,39.06,29.07
497,2021-04-01 08:00:00,16.73,9.89,56.64,70.92,11.38
498,2021-04-01 09:00:00,17.73,8.77,44.4,52.7,21.41
499,2021-04-01 10:00:00,19.67,8.43,21.6,25.07,50.72
500,2021-04-01 11:00:00,17.93,8.53,16.3,19.15,54.23
501,2021-04-01 12:00:00,19.67,8.81,15.51,18.31,57.98
502,2021-04-01 13:00:00,19.75,8.93,15.0,18.27,62.39
503,2021-04-01 14:00:00,25.04,9.45,22.19,28.32,60.96
504,2021-04-01 15:00:00,27.59,9.08,24.24,30.76,67.8
505,2021-04-01 16:00:00,25.09,9.08,18.78,22.66,76.45
506,2021-04-01 17:00:00,22.53,9.43,17.33,19.85,81.03
507,2021-04-01 18:00:00,23.22,9.11,22.18,25.27,71.92
508,2021-04-01 19:00:00,21.06,9.08,25.2,27.55,64.84
509,2021-04-01 20:00:00,17.23,9.52,35.19,39.32,44.56
510,2021-04-01 21:00:00,19.47,9.9,26.93,32.0,52.12
511,2021-04-01 22:00:00,19.13,8.99,18.79,20.85,76.7
512,2021-04-01 23:00:00,13.63,9.53,25.92,28.08,63.16
513,2021-04-02 00:00:00,9.5,10.23,28.24,31.36,40.88
514,2021-04-02 01:00:00,6.63,9.92,14.75,15.77,51.32
515,2021-04-02 02:00:00,4.63,9.96,17.76,19.08,47.99
516,2021-04-02 03:00:00,3.49,10.02,13.48,14.64,53.52
517,2021-04-02 04:00:00,3.45,10.29,14.22,15.42,53.83
518,2021-04-02 05:00:00,5.83,10.58,13.3,14.09,56.53
519,2021-04-02 06:00:00,8.53,10.75,14.69,15.98,53.98
520,2021-04-02 07:00:00,6.4,10.93,22.52,23.96,42.46
521,2021-04-02 08:00:00,6.35,11.1,62.55,91.29,11.91
522,2021-04-02 09:00:00,7.01,9.95,30.1,41.46,44.82
523,2021-04-02 10:00:00,5.21,9.2,22.56,28.7,57.3
524,2021-04-02 11:00:00,7.6,9.61,13.58,17.61,81.68
525,2021-04-02 12:00:00,12.8,9.46,13.8,16.37,87.38
526,2021-04-02 13:00:00,12.85,9.48,19.04,23.5,89.67
527,2021-04-02 14:00:00,16.58,9.45,14.98,18.54,95.41
528,2021-04-02 15:00:00,18.84,9.82,15.68,18.71,94.94
529,2021-04-02 16:00:00,14.97,9.92,12.49,14.66,97.52
530,2021-04-02 17:00:00,11.13,10.3,14.92,17.42,95.68
531,2021-04-02 18:00:00,8.26,10.08,15.2,17.37,88.2
532,2021-04-02 19:00:00,8.5,10.52,21.89,24.77,80.31
533,2021-04-02 20:00:00,12.18,11.41,37.84,43.08,59.64
534,2021-04-02 21:00:00,15.38,11.12,48.37,55.62,36.92
535,2021-04-02 22:00:00,14.57,10.68,32.31,36.44,48.61
536,2021-04-02 23:00:00,12.72,11.35,20.56,23.5,59.24
537,2021-04-03 00:00:00,15.88,12.28,14.95,16.46,63.85
538,2021-04-03 01:00:00,18.44,11.97,23.75,26.7,52.76
539,2021-04-03 02:00:00,19.71,11.98,17.82,22.19,59.64
540,2021-04-03 03:00:00,19.05,11.97,15.49,16.53,61.7
541,2021-04-03 04:00:00,16.94,12.47,17.9,18.92,61.82
542,2021-04-03 05:00:00,17.19,12.63,16.83,18.06,63.48
543,2021-04-03 06:00:00,18.24,12.73,14.46,15.19,66.56
544,2021-04-03 07:00:00,18.08,13.27,33.14,38.99,43.05
545,2021-04-03 08:00:00,19.62,13.15,37.01,46.31,45.2
546,2021-04-03 09:00:00,25.13,13.97,25.95,34.26,51.52
547,2021-04-03 10:00:00,28.84,14.75,21.72,29.71,52.2
548,2021-04-03 11:00:00,35.63,13.69,20.36,26.3,72.74
549,2021-04-03 12:00:00,32.22,13.71,22.24,28.02,82.44
550,2021-04-03 13:00:00,28.15,12.93,15.04,19.01,94.3
551,2021-04-03 14:00:00,32.05,12.88,11.4,14.11,97.67
552,2021-04-03 15:00:00,32.27,12.25,9.96,12.38,98.13
553,2021-04-03 16:00:00,29.73,13.14,14.61,17.74,96.62
554,2021-04-03 17:00:00,23.06,12.53,11.08,13.15,89.91
555,2021-04-03 18:00:00,20.21,12.69,10.25,11.81,87.8
556,2021-04-03 19:00:00,16.47,13.37,15.65,17.91,83.33
557,2021-04-03 20:00:00,12.35,13.9,46.47,50.98,45.11
558,2021-04-03 21:00:00,16.54,12.77,29.32,33.24,55.74
559,2021-04-03 22:00:00,24.49,12.95,10.65,11.81,77.51
560,2021-04-03 23:00:00,18.47,13.28,10.8,11.87,75.77
561,2021-04-04 00:00:00,15.31,13.19,11.49,12.67,71.17
562,2021-04-04 01:00:00,12.39,11.45,8.26,9.3,76.3
563,2021-04-04 02:00:00,11.88,11.47,6.48,7.26,78.44
564,2021-04-04 03:00:00,12.84,11.58,8.76,9.64,79.85
565,2021-04-04 04:00:00,14.76,11.77,7.85,8.27,79.86
566,2021-04-04 05:00:00,11.93,12.64,22.22,23.79,38.03
567,2021-04-04 06:00:00,10.95,11.87,8.36,9.28,84.46
568,2021-04-04 07:00:00,10.33,12.4,8.26,8.77,86.36
569,2021-04-04 08:00:00,12.73,13.29,11.92,13.93,70.6
570,2021-04-04 09:00:00,15.84,12.89,10.68,12.51,85.79
571,2021-04-04 10:00:00,14.73,13.13,12.2,14.81,81.25
572,2021-04-04 11:00:00,12.64,12.53,9.45,11.77,84.03
573,2021-04-04 12:00:00,11.92,12.7,10.18,12.58,82.62
574,2021-04-04 13:00:00,13.81,13.38,11.34,14.18,78.74
575,2021-04-04 14:00:00,21.35,13.4,12.43,15.97,76.09
576,2021-04-04 15:00:00,24.53,13.44,7.22,9.14,74.03
577,2021-04-04 16:00:00,25.64,14.09,10.18,12.5,74.07
578,2021-04-04 17:00:00,27.24,14.38,8.13,9.99,74.96
579,2021-04-04 18:00:00,32.06,14.64,9.46,11.24,78.27
580,2021-04-04 19:00:00,25.8,15.48,11.41,13.74,72.07
581,2021-04-04 20:00:00,21.4,15.69,11.9,13.57,73.7
582,2021-04-04 21:00:00,22.79,16.19,13.97,16.07,66.65
583,2021-04-04 22:00:00,23.61,16.14,12.45,13.97,72.49
584,2021-04-04 23:00:00,22.56,17.01,25.59,27.72,53.74
585,2021-04-05 00:00:00,20.35,17.9,26.91,29.27,46.02
586,2021-04-05 01:00:00,19.28,14.87,25.31,27.79,45.6
587,2021-04-05 02:00:00,22.26,13.46,16.69,17.93,53.05
588,2021-04-05 03:00:00,28.27,12.23,8.81,9.98,68.64
589,2021-04-05 04:00:00,30.66,12.44,10.82,11.51,65.09
590,2021-04-05 05:00:00,27.86,11.86,11.37,12.33,65.58
591,2021-04-05 06:00:00,30.92,12.74,20.59,22.14,51.19
592,2021-04-05 07:00:00,28.62,12.55,20.13,22.14,50.78
593,2021-04-05 08:00:00,25.44,12.9,41.07,50.22,29.87
594,2021-04-05 09:00:00,28.52,13.05,47.41,58.29,26.46
595,2021-04-05 10:00:00,32.24,13.1,50.64,65.2,29.34
596,2021-04-05 11:00:00,43.71,11.88,29.8,37.64,58.57
597,2021-04-05 12:00:00,47.67,9.27,11.98,15.27,79.52
598,2021-04-05 13:00:00,46.61,9.2,8.99,11.19,77.93
599,2021-04-05 14:00:00,48.11,8.88,8.65,10.83,77.69
600,2021-04-05 15:00:00,48.52,9.48,12.82,15.71,75.37
601,2021-04-05 16:00:00,48.41,9.65,12.36,15.85,74.61
602,2021-04-05 17:00:00,46.6,9.39,11.12,14.0,74.02
603,2021-04-05 18:00:00,47.36,9.72,14.08,16.45,73.18
604,2021-04-05 19:00:00,42.08,10.14,12.68,15.06,73.74
605,2021-04-05 20:00:00,41.37,10.46,12.26,14.12,73.95
606,2021-04-05 21:00:00,40.27,10.77,16.57,18.54,70.27
607,2021-04-05 22:00:00,34.27,11.03,21.9,23.98,64.19
608,2021-04-05 23:00:00,28.45,11.61,26.79,29.99,52.28
609,2021-04-06 00:00:00,30.15,12.49,34.19,38.59,41.38
610,2021-04-06 01:00:00,30.66,14.16,40.62,45.1,24.55
611,2021-04-06 02:00:00,31.57,13.37,46.88,66.87,32.62
612,2021-04-06 03:00:00,32.32,14.8,43.29,52.39,16.57
613,2021-04-06 04:00:00,33.61,13.09,45.93,52.79,13.92
614,2021-04-06 05:00:00,32.29,9.96,49.77,60.89,10.29
615,2021-04-06 06:00:00,28.78,11.14,30.5,36.46,21.13
616,2021-04-06 07:00:00,30.18,10.42,43.75,57.64,10.22
617,2021-04-06 08:00:00,28.07,9.56,31.32,42.68,41.83
618,2021-04-06 09:00:00,27.42,8.06,25.93,31.43,51.23
619,2021-04-06 10:00:00,32.31,11.47,50.66,69.18,16.72
620,2021-04-06 11:00:00,40.7,13.24,70.36,112.81,13.86
621,2021-04-06 12:00:00,45.95,10.78,71.44,105.14,28.61
622,2021-04-06 13:00:00,55.88,10.83,68.68,91.66,35.37
623,2021-04-06 14:00:00,63.45,8.01,34.15,44.7,58.1
624,2021-04-06 15:00:00,64.77,6.47,20.81,27.85,64.44
625,2021-04-06 16:00:00,66.3,4.89,18.04,23.63,65.14
626,2021-04-06 17:00:00,76.32,4.7,18.81,24.79,56.9
627,2021-04-06 18:00:00,87.77,4.52,13.06,16.55,59.95
628,2021-04-06 19:00:00,93.28,4.48,12.36,14.68,59.45
629,2021-04-06 20:00:00,103.64,5.1,24.91,30.03,45.95
630,2021-04-06 21:00:00,107.03,6.58,42.9,52.91,32.85
631,2021-04-06 22:00:00,101.22,6.39,34.47,39.43,44.44
632,2021-04-06 23:00:00,91.01,8.6,33.76,38.78,36.51
633,2021-04-07 00:00:00,85.66,7.61,32.31,38.46,42.71
634,2021-04-07 01:00:00,83.23,14.99,18.99,20.9,62.52
635,2021-04-07 02:00:00,72.98,14.0,18.35,20.47,71.29
636,2021-04-07 03:00:00,65.2,13.59,15.1,16.79,75.53
637,2021-04-07 04:00:00,60.13,14.15,18.71,21.12,70.85
638,2021-04-07 05:00:00,52.01,13.01,10.89,11.49,78.78
639,2021-04-07 06:00:00,46.19,13.59,24.31,26.12,67.89
640,2021-04-07 07:00:00,45.52,15.64,24.54,27.57,53.3
641,2021-04-07 08:00:00,50.92,16.13,40.8,50.34,50.3
642,2021-04-07 09:00:00,61.88,15.53,34.04,44.69,56.9
643,2021-04-07 10:00:00,68.73,15.21,22.92,28.48,76.42
644,2021-04-07 11:00:00,80.76,14.46,17.02,21.51,87.66
645,2021-04-07 12:00:00,85.64,13.4,13.79,17.46,93.47
646,2021-04-07 13:00:00,76.86,13.69,12.88,15.75,96.3
647,2021-04-07 14:00:00,67.06,13.91,10.89,13.6,99.04
648,2021-04-07 15:00:00,58.16,13.91,9.49,11.55,99.94
649,2021-04-07 16:00:00,52.37,14.16,9.48,11.42,99.65
650,2021-04-07 17:00:00,43.17,14.27,11.73,14.84,99.98
651,2021-04-07 18:00:00,34.6,14.29,14.2,16.78,97.88
652,2021-04-07 19:00:00,33.1,15.26,17.03,18.98,91.0
653,2021-04-07 20:00:00,34.45,15.7,14.29,15.7,89.49
654,2021-04-07 21:00:00,32.47,16.18,22.76,25.42,76.68
655,2021-04-07 22:00:00,28.0,16.57,15.5,17.03,84.29
656,2021-04-07 23:00:00,29.04,16.92,13.87,15.43,84.89
657,2021-04-08 00:00:00,29.48,16.91,15.41,16.67,84.24
658,2021-04-08 01:00:00,24.83,15.8,53.11,57.83,37.99
659,2021-04-08 02:00:00,28.99,18.05,70.17,86.08,20.23
660,2021-04-08 03:00:00,33.74,13.17,54.39,61.61,30.94
661,2021-04-08 04:00:00,34.79,12.76,28.58,29.78,42.1
662,2021-04-08 05:00:00,35.42,12.58,36.78,41.99,28.36
663,2021-04-08 06:00:00,39.94,12.28,61.24,74.55,11.21
664,2021-04-08 07:00:00,39.77,9.51,55.09,65.18,25.33
665,2021-04-08 08:00:00,32.82,9.85,32.75,38.64,44.81
666,2021-04-08 09:00:00,32.2,9.5,29.55,34.94,48.03
667,2021-04-08 10:00:00,33.62,9.59,28.2,35.36,52.09
668,2021-04-08 11:00:00,34.63,9.11,19.12,24.59,66.69
669,2021-04-08 12:00:00,36.16,9.52,23.24,29.44,70.01
670,2021-04-08 13:00:00,36.98,8.26,24.51,32.06,77.91
671,2021-04-08 14:00:00,33.76,8.57,25.01,30.42,92.31
672,2021-04-08 15:00:00,34.85,8.5,22.3,27.37,97.62
673,2021-04-08 16:00:00,30.48,7.9,14.89,17.85,100.58
674,2021-04-08 17:00:00,28.45,6.75,13.89,16.79,84.54
675,2021-04-08 18:00:00,31.78,7.88,9.91,12.18,83.5
676,2021-04-08 19:00:00,26.26,8.21,10.99,13.0,81.71
677,2021-04-08 20:00:00,24.02,9.44,15.03,16.83,78.5
678,2021-04-08 21:00:00,29.43,10.53,18.14,20.62,71.6
679,2021-04-08 22:00:00,31.82,10.9,13.57,15.5,76.03
680,2021-04-08 23:00:00,27.07,11.23,14.54,16.84,57.51
681,2021-04-09 00:00:00,24.07,11.03,15.1,17.38,46.41
682,2021-04-09 01:00:00,23.78,12.15,14.93,16.36,64.01
683,2021-04-09 02:00:00,21.0,13.2,11.93,12.88,55.56
684,2021-04-09 03:00:00,17.33,13.11,9.77,10.61,48.41
685,2021-04-09 04:00:00,13.06,13.96,9.2,10.04,44.62
686,2021-04-09 05:00:00,12.43,14.21,9.34,10.06,41.99
687,2021-04-09 06:00:00,11.59,14.31,8.46,9.16,45.71
688,2021-04-09 07:00:00,8.11,14.93,8.27,9.36,46.88
689,2021-04-09 08:00:00,5.68,15.21,10.03,11.84,46.91
690,2021-04-09 09:00:00,4.01,16.08,9.59,11.55,47.08
691,2021-04-09 10:00:00,2.91,15.97,10.76,13.42,48.64
692,2021-04-09 11:00:00,3.44,15.91,11.12,14.0,50.09
693,2021-04-09 12:00:00,4.99,16.14,10.43,13.02,53.36
694,2021-04-09 13:00:00,4.53,16.19,10.25,12.78,55.0
695,2021-04-09 14:00:00,4.08,16.56,10.36,12.98,56.12
696,2021-04-09 15:00:00,3.89,16.65,10.73,13.01,65.99
697,2021-04-09 16:00:00,3.55,16.8,11.65,14.14,68.11
698,2021-04-09 17:00:00,3.96,16.17,12.71,15.44,68.29
699,2021-04-09 18:00:00,4.88,16.65,14.46,16.96,64.24
700,2021-04-09 19:00:00,4.75,16.57,20.38,23.78,54.57
701,2021-04-09 20:00:00,5.32,16.64,25.57,28.24,45.23
702,2021-04-09 21:00:00,5.51,16.96,12.66,14.75,56.62
703,2021-04-09 22:00:00,5.02,17.09,7.89,9.0,60.83
704,2021-04-09 23:00:00,4.92,17.12,6.26,7.08,63.11
705,2021-04-10 00:00:00,4.05,17.78,5.79,6.54,62.06
706,2021-04-10 01:00:00,3.24,9.53,5.14,5.89,65.55
707,2021-04-10 02:00:00,2.54,9.53,4.45,5.06,73.17
708,2021-04-10 03:00:00,2.22,9.93,4.04,4.52,76.88
709,2021-04-10 04:00:00,2.34,10.25,5.25,5.83,73.1
710,2021-04-10 05:00:00,2.34,10.56,6.93,7.72,68.48
711,2021-04-10 06:00:00,2.13,10.57,6.33,7.07,67.58
712,2021-04-10 07:00:00,1.89,10.55,6.12,6.81,69.55
713,2021-04-10 08:00:00,1.71,10.82,6.11,7.07,69.56
714,2021-04-10 09:00:00,1.57,10.75,5.92,7.08,72.02
715,2021-04-10 10:00:00,1.54,11.08,7.8,9.89,69.24
716,2021-04-10 11:00:00,1.78,11.02,8.45,11.13,71.66
717,2021-04-10 12:00:00,2.15,11.11,7.99,10.32,85.29
718,2021-04-10 13:00:00,3.03,11.29,6.86,8.4,86.16
719,2021-04-10 14:00:00,4.8,11.29,5.44,6.65,86.8
720,2021-04-10 15:00:00,5.59,11.28,5.78,7.11,86.86
721,2021-04-10 16:00:00,8.02,11.21,6.33,7.9,85.42
722,2021-04-10 17:00:00,10.54,11.02,8.1,10.01,84.41
723,2021-04-10 18:00:00,8.42,10.72,9.1,10.69,80.91
724,2021-04-10 19:00:00,7.4,11.24,7.54,8.53,83.7
725,2021-04-10 20:00:00,8.75,11.65,13.41,14.55,73.89
726,2021-04-10 21:00:00,10.63,11.98,10.53,11.45,70.54
727,2021-04-10 22:00:00,10.28,12.03,16.54,17.69,60.26
728,2021-04-10 23:00:00,8.96,11.22,9.45,10.39,66.46
729,2021-04-11 00:00:00,7.61,11.24,7.78,8.6,69.14
730,2021-04-11 01:00:00,6.63,12.12,6.85,7.55,68.38
731,2021-04-11 02:00:00,5.09,12.36,6.32,6.95,72.3
732,2021-04-11 03:00:00,3.94,12.01,6.23,6.84,68.03
733,2021-04-11 04:00:00,3.63,12.27,5.75,6.28,69.26
734,2021-04-11 05:00:00,3.77,12.32,5.47,5.95,77.58
735,2021-04-11 06:00:00,4.24,12.59,5.47,5.95,72.15
736,2021-04-11 07:00:00,4.57,12.57,5.34,5.9,69.15
737,2021-04-11 08:00:00,5.01,12.91,6.02,6.75,72.36
738,2021-04-11 09:00:00,4.17,13.21,6.83,7.89,69.69
739,2021-04-11 10:00:00,4.54,13.14,10.04,11.97,67.4
740,2021-04-11 11:00:00,6.75,12.85,11.37,13.45,67.9
741,2021-04-11 12:00:00,8.85,13.18,18.2,22.41,60.05
742,2021-04-11 13:00:00,12.95,13.48,14.83,18.42,66.24
743,2021-04-11 14:00:00,16.24,13.3,13.06,15.8,71.05
744,2021-04-11 15:00:00,12.93,13.6,11.67,14.3,75.06
745,2021-04-11 16:00:00,11.09,13.59,9.77,11.52,77.21
746,2021-04-11 17:00:00,11.12,13.26,12.64,15.61,73.53
747,2021-04-11 18:00:00,12.95,13.35,10.22,11.83,73.48
748,2021-04-11 19:00:00,10.57,13.37,9.96,11.09,70.6
749,2021-04-11 20:00:00,8.76,13.62,10.28,11.19,69.39
750,2021-04-11 21:00:00,8.13,13.63,10.73,11.64,65.23
751,2021-04-11 22:00:00,8.83,13.69,12.83,14.02,59.74
752,2021-04-11 23:00:00,6.86,14.33,9.1,9.95,64.16
753,2021-04-12 00:00:00,6.43,14.44,9.33,10.19,64.38
754,2021-04-12 01:00:00,5.45,10.68,6.73,7.34,68.6
755,2021-04-12 02:00:00,4.18,10.78,6.64,7.18,71.56
756,2021-04-12 03:00:00,3.66,11.06,6.32,6.77,73.09
757,2021-04-12 04:00:00,3.27,11.15,7.02,7.45,69.99
758,2021-04-12 05:00:00,2.88,11.2,6.77,7.2,69.98
759,2021-04-12 06:00:00,2.71,11.39,5.83,6.36,70.97
760,2021-04-12 07:00:00,2.52,11.69,7.39,8.11,68.38
761,2021-04-12 08:00:00,3.6,11.55,9.6,11.32,66.93
762,2021-04-12 09:00:00,5.02,12.16,14.57,18.86,66.08
763,2021-04-12 10:00:00,4.98,11.84,11.76,15.18,73.92
764,2021-04-12 11:00:00,5.35,11.64,9.58,12.09,77.1
765,2021-04-12 12:00:00,4.97,11.62,10.26,12.91,79.53
766,2021-04-12 13:00:00,8.34,10.78,10.36,12.68,78.88
767,2021-04-12 14:00:00,14.72,10.77,11.81,14.43,80.9
768,2021-04-12 15:00:00,15.17,10.41,13.94,17.92,83.13
769,2021-04-12 16:00:00,11.68,10.47,10.71,13.0,85.37
770,2021-04-12 17:00:00,10.14,9.98,12.39,14.93,82.89
771,2021-04-12 18:00:00,11.26,9.78,13.06,15.3,78.28
772,2021-04-12 19:00:00,10.04,10.55,20.61,23.64,68.32
773,2021-04-12 20:00:00,7.6,10.72,33.17,36.35,52.53
774,2021-04-12 21:00:00,7.38,10.35,31.7,34.36,50.82
775,2021-04-12 22:00:00,8.63,10.12,30.44,32.94,54.54
776,2021-04-12 23:00:00,8.3,9.73,34.43,37.28,47.41
777,2021-04-13 00:00:00,9.4,9.44,39.13,42.2,37.96
778,2021-04-13 01:00:00,10.09,12.54,34.65,37.83,40.53
779,2021-04-13 02:00:00,12.41,14.3,46.57,51.26,24.19
780,2021-04-13 03:00:00,15.79,17.48,60.04,69.56,14.63
781,2021-04-13 04:00:00,23.03,13.13,51.97,61.04,25.54
782,2021-04-13 05:00:00,26.26,7.49,25.73,27.43,45.79
783,2021-04-13 06:00:00,27.04,9.97,42.46,45.78,20.46
784,2021-04-13 07:00:00,29.61,5.5,32.13,36.44,12.88
785,2021-04-13 08:00:00,31.54,,27.16,34.7,12.33
786,2021-04-13 09:00:00,27.73,,25.32,32.82,26.71
787,2021-04-13 10:00:00,29.56,,20.16,24.82,48.84
788,2021-04-13 11:00:00,30.12,1.88,23.78,32.08,49.61
789,2021-04-13 12:00:00,28.83,2.19,17.24,22.9,68.39
790,2021-04-13 13:00:00,25.21,1.12,16.29,20.75,79.8
791,2021-04-13 14:00:00,25.48,1.16,15.23,18.94,88.32
792,2021-04-13 15:00:00,27.76,1.09,14.9,19.01,96.8
793,2021-04-13 16:00:00,30.08,1.05,15.18,19.0,100.39
794,2021-04-13 17:00:00,27.02,1.77,12.98,14.94,101.94
795,2021-04-13 18:00:00,22.93,2.54,19.7,23.68,96.87
796,2021-04-13 19:00:00,23.44,4.47,33.07,39.47,80.79
797,2021-04-13 20:00:00,20.87,7.79,39.35,43.95,68.07
798,2021-04-13 21:00:00,20.97,7.89,69.39,89.34,36.28
799,2021-04-13 22:00:00,25.52,3.43,88.94,108.28,12.95
800,2021-04-13 23:00:00,26.67,4.51,66.38,82.27,28.12
801,2021-04-14 00:00:00,30.47,2.9,50.15,59.79,34.46
